% site name: KAGA
% Time      North     err   East      err    Up       err
% year      mm        mm    mm        mm     mm       mm
2008.3743   -67.0     2.3   107.9     2.3  -117.9     3.7
2008.3771   -66.2     2.2   108.1     2.3  -119.3     3.7
2008.3800   -65.7     2.3   108.7     2.3  -118.4     3.7
2008.3830   -65.9     2.3   108.0     2.3  -118.8     3.7
2008.3853   -67.1     2.3   108.0     2.5  -118.1     3.7
2008.3880   -64.8     2.2   108.3     2.3  -117.0     3.8
2008.3910   -65.2     2.2   109.4     2.5  -121.9     3.9
2008.3940   -64.1     2.3   107.0     2.4  -117.7     4.3
2008.3963   -67.5     2.2   107.2     2.5  -113.9     4.1
2008.3990   -64.9     2.2   107.6     2.5  -114.6     4.1
2008.4020   -65.7     2.3   107.0     2.3  -113.5     3.9
2008.4050   -65.0     2.4   106.6     2.4  -116.1     3.8
2008.4072   -64.5     2.3   107.5     2.3  -113.0     4.2
2008.4100   -60.9     2.3   106.9     2.3   -99.3     3.9
2008.4130   -66.7     2.3   106.7     2.3  -113.4     3.8
2008.4160   -65.7     2.3   107.8     2.3  -111.1     3.7
2008.4182   -65.6     2.2   107.6     2.3  -111.7     4.3
2008.4210   -64.1     2.2   107.7     2.3  -111.0     4.0
2008.4240   -63.8     2.1   107.4     2.3  -114.1     4.0
2008.4263   -63.5     2.3   109.1     2.3  -112.9     4.0
2008.4291   -63.6     2.4   108.0     2.3  -119.6     3.9
2008.4320   -64.6     2.4   107.5     2.3  -115.3     4.1
2008.4350   -64.3     2.3   110.0     2.5  -116.9     3.8
2008.4373   -65.0     2.3   108.5     2.5  -118.2     3.7
2008.4400   -66.2     2.2   108.2     2.3  -116.3     4.0
2008.4430   -64.5     2.2   107.8     2.3  -119.9     3.7
2008.4460   -65.1     2.2   107.3     2.4  -118.3     3.9
2008.4483   -65.5     2.3   106.7     2.3  -119.5     3.9
2008.4510   -65.8     2.3   106.6     2.3  -114.8     3.8
2008.4570   -65.3     2.2   106.7     2.3  -110.4     3.7
2008.4592   -66.1     2.2   106.9     2.3  -116.9     3.8
2008.4620   -64.5     2.1   105.3     2.3  -116.9     3.7
2008.4650   -65.4     2.1   105.2     2.5  -118.6     3.7
2008.4680   -66.4     2.1   104.7     2.5  -115.3     4.1
2008.4702   -64.5     2.2   105.8     2.3  -114.8     4.7
2008.4730   -64.7     2.1   105.2     2.3  -118.1     4.5
2008.4760   -64.4     2.3   105.6     2.4  -116.7     3.9
2008.4783   -65.4     2.3   106.0     2.3  -121.2     4.2
2008.4812   -65.5     2.5   105.2     2.3  -117.3     3.8
2008.4840   -65.0     2.4   105.7     2.3  -119.9     3.7
2008.4870   -65.2     2.4   105.5     2.3  -119.7     3.8
2008.4893   -66.0     2.3   107.1     2.2  -118.7     3.9
2008.4921   -65.6     2.2   105.9     2.3  -113.5     3.9
2008.4950   -63.6     2.4   105.7     2.3  -113.2     4.0
2008.4980   -63.4     2.2   106.2     2.3  -110.8     4.3
2008.5003   -63.2     2.3   106.2     2.3  -109.8     4.3
2008.5030   -63.6     2.1   104.8     2.2  -110.9     4.2
2008.5060   -64.0     2.5   104.4     2.3  -115.5     4.0
2008.5090   -64.7     2.3   105.7     2.3  -117.3     3.9
2008.5113   -65.8     2.4   104.6     2.3  -117.9     3.8
2008.5140   -65.9     2.4   105.2     2.5  -116.8     3.9
2008.5170   -65.2     2.3   106.5     2.4  -115.2     4.0
2008.5200   -64.4     2.4   105.2     2.5  -117.3     3.7
2008.5222   -63.9     2.3   105.9     2.3  -108.5     3.8
2008.5250   -64.5     2.2   106.1     2.3  -112.8     4.0
2008.5280   -65.0     2.3   105.1     2.5  -110.3     3.9
2008.5310   -63.6     2.2   104.8     2.3  -107.3     3.7
2008.5332   -64.1     2.3   104.2     2.3  -105.4     4.0
2008.5360   -62.7     2.3   105.0     2.3  -105.1     3.9
2008.5390   -63.2     2.3   104.5     2.5  -110.1     3.8
2008.5413   -64.4     2.1   103.4     2.3  -106.7     3.8
2008.5441   -63.1     2.3   105.4     2.5  -105.5     4.5
2008.5470   -65.2     2.1   103.5     2.5  -108.4     4.4
2008.5500   -64.9     2.2   102.7     2.3  -107.3     4.0
2008.5523   -63.8     2.4   103.7     2.3  -107.5     4.5
2008.5550   -63.0     2.6   104.5     2.3  -108.0     3.9
2008.5580   -64.4     2.5   104.0     2.3  -108.0     4.0
2008.5610   -63.5     2.3   104.6     2.3  -102.3     4.1
2008.5633   -64.1     2.4   104.9     2.3  -105.8     3.9
2008.5660   -64.2     2.3   104.7     2.3  -103.6     3.8
2008.5690   -63.8     2.2   104.5     2.3  -104.0     3.8
2008.5720   -63.8     2.3   104.7     2.3  -110.1     3.9
2008.5742   -64.9     2.2   104.5     2.3  -102.4     4.0
2008.5770   -65.4     2.3   102.8     2.3  -106.8     4.0
2008.5800   -63.8     2.3   103.8     2.3  -103.3     4.0
2008.5830   -64.9     2.5   103.9     2.3  -108.8     3.9
2008.5852   -64.1     2.5   103.2     2.3  -104.2     3.8
2008.5880   -65.9     2.4   102.3     2.6  -106.7     3.7
2008.5910   -64.9     2.4   100.5     2.5  -106.0     3.7
2008.5933   -64.9     2.3   102.2     2.3  -107.8     3.8
2008.5961   -66.4     2.3   103.5     2.5  -109.2     3.9
2008.5990   -66.4     2.3   104.1     2.3  -105.8     3.8
2008.6020   -66.2     2.2   105.2     2.3  -101.3     3.8
2008.6043   -65.3     2.2   102.9     2.3  -101.5     3.7
2008.6071   -65.4     2.3   103.5     2.3   -96.8     3.8
2008.6100   -65.6     2.3   102.3     2.3   -97.6     3.8
2008.6130   -65.8     2.3   102.2     2.3   -96.4     3.8
2008.6153   -65.6     2.2   101.4     2.5   -98.4     3.9
2008.6180   -64.2     2.4   102.3     2.5   -98.2     3.9
2008.6210   -65.9     2.3   101.7     2.5   -96.7     4.1
2008.6240   -66.0     2.2   101.2     2.5   -99.0     4.2
2008.6263   -65.2     2.2   101.2     2.3   -97.4     3.8
2008.6290   -64.1     2.5   102.1     2.3   -98.8     4.0
2008.6320   -65.3     2.5   104.8     2.3  -102.8     3.9
2008.6350   -64.6     2.3   103.1     2.4  -102.9     3.9
2008.6372   -64.8     2.5   104.3     2.3  -103.2     3.8
2008.6400   -64.6     2.3   103.2     2.3   -96.7     4.2
2008.6430   -63.6     2.4   103.4     2.3   -97.6     3.9
2008.6460   -62.4     2.4   103.6     2.3   -93.7     3.9
2008.6481   -62.5     2.3   104.1     2.3   -92.4     4.1
2008.6510   -63.1     2.3   102.7     2.5   -94.6     4.0
2008.6540   -63.2     2.3   103.4     2.3   -96.8     3.8
2008.6563   -61.9     2.3   102.0     2.3   -96.9     3.8
2008.6591   -64.3     2.4   103.4     2.3  -100.2     3.8
2008.6620   -62.2     2.3   102.6     2.5   -98.5     3.8
2008.6650   -64.0     2.3   101.8     2.6  -100.1     3.9
2008.6673   -63.9     2.3   102.3     2.4  -101.1     4.2
2008.6700   -64.0     2.3   102.7     2.6  -101.8     3.9
2008.6730   -62.9     2.2   100.6     2.3  -100.7     3.8
2008.6760   -62.5     2.2   101.9     2.4   -98.4     3.8
2008.6783   -61.5     2.3   102.0     2.5   -92.6     3.7
2008.6810   -62.0     2.2   101.0     2.3   -90.7     3.7
2008.6840   -62.8     2.3   101.3     2.3   -92.0     3.9
2008.6870   -63.3     2.3   100.5     2.3   -92.7     4.2
2008.6892   -61.9     2.2    99.6     2.3   -92.7     4.1
2008.6920   -61.8     2.2   101.2     2.5   -94.0     4.0
2008.6950   -62.3     2.2   100.7     2.3   -96.4     4.0
2008.6980   -63.6     2.3   100.6     2.4   -94.7     4.1
2008.7001   -61.8     2.3   101.0     2.3   -97.8     3.9
2008.7030   -62.5     2.3   100.2     2.3   -93.2     3.8
2008.7060   -62.8     2.3   100.2     2.3   -95.4     3.8
2008.7083   -61.9     2.4   101.6     2.3   -89.0     3.8
2008.7111   -63.1     2.3   100.5     2.3   -99.3     3.9
2008.7140   -63.1     2.2   101.5     2.3   -92.3     4.1
2008.7170   -62.6     2.3   100.5     2.3   -98.5     3.8
2008.7193   -63.4     2.2   100.6     2.3   -93.6     3.9
2008.7221   -63.2     2.3   101.0     2.3   -93.2     3.9
2008.7250   -63.4     2.4    99.7     2.3   -97.0     3.9
2008.7280   -60.9     2.3   100.1     2.3   -93.9     3.8
2008.7303   -61.4     2.3   101.2     2.3   -98.2     3.8
2008.7330   -61.1     2.4   101.4     2.3   -98.6     3.9
2008.7360   -61.5     2.2   100.9     2.3   -96.9     3.8
2008.7390   -62.2     2.3   101.2     2.4   -97.9     3.9
2008.7413   -62.3     2.3   101.0     2.5  -100.4     3.7
2008.7440   -62.9     2.2    99.9     2.3   -96.8     3.8
2008.7470   -63.3     2.2   101.6     2.4   -98.9     3.8
2008.7500   -62.6     2.3   102.0     2.3  -101.3     3.9
2008.7521   -61.1     2.4   100.0     2.3   -98.1     3.8
2008.7550   -62.9     2.3    98.5     2.3  -101.2     3.8
2008.7580   -62.4     2.3    96.8     2.5   -91.1     3.9
2008.7604   -60.7     2.3   100.9     2.3   -90.1     4.2
2008.7631   -61.0     2.2    99.8     2.3   -90.8     4.1
2008.7660   -60.7     2.2    99.6     2.4   -93.5     3.9
2008.7690   -60.8     2.2   100.3     2.4   -97.4     3.8
2008.7713   -60.4     2.4    99.8     2.3   -93.7     4.0
2008.7741   -59.8     2.4    99.0     2.3   -96.0     3.8
2008.7770   -61.4     2.4    97.6     2.3   -93.5     3.9
2008.7800   -60.6     2.2    97.1     2.3   -96.5     3.8
2008.7823   -61.2     2.4    99.6     2.3   -97.0     3.8
2008.7850   -61.2     2.3   100.7     2.5   -99.1     3.9
2008.7880   -60.1     2.3   100.4     2.3   -93.1     4.0
2008.7910   -62.2     2.2    99.6     2.3   -94.3     4.3
2008.7933   -60.5     2.3    98.7     2.3   -93.3     3.9
2008.7960   -61.2     2.2    98.9     2.3   -92.4     3.9
2008.7990   -59.6     2.4    99.0     2.3   -94.9     3.8
2008.8020   -60.2     2.3   100.0     2.3   -88.7     3.9
2008.8041   -59.2     2.3    98.8     2.5   -87.2     3.9
2008.8070   -60.2     2.3    97.3     2.5   -91.8     3.8
2008.8100   -60.7     2.3    98.2     2.5   -93.0     3.9
2008.8124   -61.9     2.3    98.3     2.4   -93.9     3.7
2008.8151   -61.1     2.2    98.9     2.3   -96.0     3.9
2008.8180   -60.3     2.2    99.1     2.3   -92.5     3.8
2008.8210   -59.8     2.2    99.9     2.3   -96.0     3.8
2008.8233   -61.8     2.2    98.7     2.3  -100.8     3.8
2008.8261   -61.8     2.2    99.1     2.3   -96.4     3.9
2008.8290   -61.0     2.3    98.0     2.3   -91.5     3.7
2008.8320   -59.5     2.2    97.8     2.5   -89.2     3.9
2008.8343   -63.1     2.2    97.2     2.3   -93.4     3.8
2008.8371   -61.0     2.2    97.1     2.3   -95.3     4.1
2008.8400   -60.7     2.3    98.0     2.3   -98.4     4.0
2008.8430   -60.1     2.3    98.8     2.3   -96.6     3.8
2008.8453   -59.8     2.4    98.5     2.3   -97.8     3.9
2008.8480   -58.9     2.4    96.3     2.3   -99.2     4.0
2008.8510   -60.2     2.3    98.3     2.3   -99.0     3.8
2008.8540   -59.3     2.3    97.4     2.3   -98.1     3.8
2008.8563   -61.1     2.3    97.3     2.3   -98.2     3.9
2008.8590   -59.5     2.3    98.6     2.3   -95.7     3.8
2008.8620   -60.1     2.3    98.6     2.3   -96.9     4.3
2008.8650   -60.9     2.3    98.1     2.3   -98.5     4.2
2008.8671   -61.6     2.2   100.5     2.3   -91.9     3.8
2008.8700   -60.5     2.3   100.3     2.3   -94.6     3.8
2008.8730   -59.7     2.2    99.0     2.3   -92.1     3.8
2008.8754   -58.8     2.5    99.4     2.3   -93.4     3.9
2008.8781   -59.4     2.3    98.0     2.5   -93.1     3.8
2008.8810   -60.6     2.2    97.3     2.5   -96.9     3.8
2008.8840   -60.5     2.3    94.5     2.3   -95.9     3.9
2008.8863   -59.5     2.3    94.6     2.3   -98.7     3.8
2008.8891   -59.3     2.3    94.7     2.4   -99.2     3.8
2008.8920   -60.5     2.3    96.1     2.3  -102.0     3.8
2008.8950   -62.7     2.3    95.7     2.3   -97.7     3.8
2008.8973   -60.8     2.2    96.5     2.3  -104.5     3.8
2008.9000   -60.6     2.3    97.1     2.3  -105.1     3.7
2008.9030   -61.1     2.3    97.6     2.3  -101.5     3.7
2008.9060   -58.9     2.3    98.1     2.4  -108.4     3.9
2008.9083   -59.7     2.2    97.7     2.6  -104.2     4.5
2008.9110   -58.6     2.2    99.8     2.3   -98.3     3.9
2008.9140   -58.3     2.2    98.2     2.3   -96.4     3.8
2008.9170   -59.1     2.3    98.4     2.3   -97.8     3.8
2008.9191   -56.7     2.3    97.6     2.3   -92.9     4.0
2008.9220   -58.0     2.4    96.7     2.3   -92.3     3.8
2008.9250   -59.5     2.3    96.2     2.3   -92.7     3.8
2008.9274   -58.0     2.3    95.4     2.3   -93.8     3.8
2008.9301   -59.2     2.3    95.9     2.3   -86.3     3.8
2008.9330   -58.9     2.3    96.6     2.3   -94.3     3.8
2008.9360   -59.6     2.3    97.0     2.3   -98.3     3.8
2008.9383   -59.4     2.3    96.9     2.3   -99.6     4.3
2008.9411   -58.0     2.2    97.6     2.3   -77.7     4.1
2008.9440   -60.5     2.3    96.8     2.3   -88.3     3.9
2008.9470   -59.6     2.5    96.7     2.3   -90.3     3.9
2008.9493   -58.7     2.4    97.5     2.3   -91.9     3.9
2008.9521   -58.7     2.3    97.3     2.3   -98.7     3.9
2008.9550   -58.8     2.3    95.5     2.5   -94.4     3.8
2008.9580   -58.0     2.3    95.4     2.4   -94.9     3.9
2008.9603   -59.1     2.2    95.2     2.3   -93.9     3.8
2008.9630   -60.7     2.3    94.9     2.3   -97.2     3.9
2008.9660   -61.6     2.2    96.4     2.3   -98.9     3.8
2008.9690   -61.3     2.2    96.8     2.3   -94.3     3.9
2008.9713   -59.9     2.2    97.6     2.3   -98.8     3.9
2008.9740   -58.1     2.3    97.0     2.3   -95.8     3.8
2008.9770   -58.3     2.2    97.8     2.3   -95.6     3.8
2008.9794   -59.9     2.2    95.9     2.5   -97.0     3.9
2008.9821   -59.6     2.2    96.8     2.5   -91.4     3.9
2008.9850   -58.9     2.2    95.5     2.3   -93.0     4.6
2008.9880   -57.7     2.2    96.8     2.3   -86.8     4.2
2008.9904   -57.1     2.3    96.5     2.3   -92.7     3.9
2008.9931   -58.5     2.6    97.8     2.3   -95.9     3.8
2008.9960   -57.7     2.3    95.6     2.3   -99.8     3.9
2008.9990   -57.2     2.3    94.9     2.3   -99.4     3.9
2009.0013   -57.8     2.3    95.7     2.3   -98.5     3.9
2009.0041   -58.9     2.3    96.7     2.3  -108.0     3.8
2009.0070   -58.0     2.3    95.4     2.3  -102.3     3.8
2009.0100   -56.9     2.2    96.2     2.3   -99.9     4.1
2009.0123   -58.8     2.2    96.0     2.3  -102.1     4.3
2009.0150   -56.4     2.2    95.9     2.3   -98.4     3.9
2009.0180   -57.3     2.2    96.4     2.3  -100.6     3.8
2009.0210   -57.6     2.3    95.2     2.3   -90.3     4.1
2009.0233   -57.0     2.5    96.6     2.3   -91.2     3.8
2009.0260   -56.9     2.4    95.1     2.7   -86.9     3.8
2009.0290   -58.5     2.3    96.5     2.3   -92.4     3.8
2009.0314   -56.6     2.3    95.3     2.3   -91.3     3.8
2009.0341   -59.0     2.2    94.8     2.3   -96.0     3.8
2009.0370   -57.7     2.2    93.6     2.4   -94.6     3.8
2009.0400   -58.3     2.3    94.3     2.3   -95.0     3.9
2009.0424   -57.5     2.2    94.3     2.3   -98.8     3.8
2009.0451   -58.1     2.3    95.5     2.3   -95.5     3.9
2009.0480   -59.6     2.2    94.8     2.3   -94.4     3.8
2009.0510   -58.7     2.3    95.6     2.3   -94.8     3.8
2009.0533   -58.9     2.2    95.1     2.3   -96.6     3.9
2009.0561   -57.1     2.2    95.0     2.5   -98.1     4.0
2009.0590   -57.6     2.3    94.0     2.5   -91.2     4.1
2009.0620   -58.3     2.2    94.9     2.3   -92.6     4.2
2009.0643   -58.2     2.2    92.0     2.3   -92.7     3.8
2009.0670   -58.9     2.3    91.6     2.3   -95.7     3.7
2009.0700   -57.5     2.6    92.4     2.3   -93.3     3.9
2009.0730   -57.7     2.4    92.0     2.3   -93.0     3.9
2009.0753   -56.9     2.3    93.8     2.3   -91.4     3.8
2009.0780   -57.2     2.3    93.0     2.3   -92.3     3.8
2009.0810   -56.7     2.2    94.0     2.3   -94.8     3.8
2009.0834   -57.0     2.2    93.4     2.3   -98.5     3.9
2009.0861   -55.8     2.3    92.8     2.3   -99.2     4.2
2009.0890   -56.7     2.2    93.2     2.3  -101.3     4.0
2009.0920   -56.5     2.2    93.9     2.3  -101.1     3.8
2009.0944   -57.3     2.3    95.4     2.3  -108.3     3.9
2009.0971   -56.7     2.5    94.6     2.3   -99.0     3.9
2009.1000   -56.7     2.3    94.1     2.3   -92.7     3.8
2009.1030   -53.7     2.3    94.3     2.6   -75.8     3.9
2009.1053   -54.4     2.4    92.4     2.5   -83.2     3.9
2009.1081   -55.1     2.3    91.5     2.3   -81.9     3.9
2009.1110   -57.6     2.2    93.1     2.3   -99.4     3.8
2009.1140   -56.3     2.2    93.9     2.3  -100.2     3.9
2009.1163   -56.1     2.3    95.0     2.3  -100.6     3.9
2009.1191   -56.4     2.2    94.1     2.3  -107.1     3.8
2009.1220   -56.1     2.3    93.0     2.3  -103.1     3.8
2009.1250   -56.0     2.2    91.6     2.3   -96.5     3.9
2009.1273   -56.7     2.3    93.2     2.4   -95.7     3.8
2009.1300   -56.7     2.2    93.8     2.5   -93.9     4.0
2009.1330   -57.0     2.2    93.4     2.3   -92.1     4.2
2009.1354   -56.5     2.3    92.6     2.3  -100.8     4.2
2009.1383   -57.3     2.2    92.1     2.3   -99.8     3.9
2009.1410   -56.4     2.3    92.6     2.3   -97.3     3.9
2009.1440   -57.0     2.4    93.1     2.3  -101.2     3.8
2009.1464   -57.2     2.4    91.0     2.3  -101.3     3.8
2009.1491   -57.2     2.3    90.2     2.3   -99.4     3.8
2009.1520   -57.2     2.2    92.1     2.3  -100.3     3.9
2009.1550   -58.6     2.2    91.9     2.3   -98.3     3.8
2009.1574   -57.7     2.2    91.4     2.3   -99.7     3.8
2009.1601   -57.0     2.3    91.2     2.3   -97.2     4.1
2009.1630   -58.1     2.2    90.2     2.3   -96.1     4.1
2009.1660   -58.5     2.2    91.8     2.3   -97.9     4.0
2009.1683   -58.4     2.3    91.8     2.3   -97.6     3.8
2009.1711   -60.1     2.4    92.5     2.3   -99.7     3.8
2009.1740   -57.7     2.3    91.8     2.3   -99.9     3.8
2009.1770   -55.7     2.3    92.0     2.5   -96.1     3.8
2009.1793   -57.9     2.2    92.9     2.5   -95.9     3.8
2009.1820   -57.4     2.3    91.2     2.3   -97.8     3.7
2009.1850   -56.5     2.3    90.7     2.3   -96.1     3.8
2009.1874   -56.7     2.2    90.2     2.3  -100.2     3.8
2009.1903   -57.7     2.2    89.7     2.3  -100.4     3.8
2009.1930   -57.4     2.3    91.3     2.3   -97.3     4.0
2009.1960   -57.6     2.2    91.4     2.3   -97.4     3.8
2009.1984   -56.6     2.2    91.9     2.3   -99.7     4.1
2009.2011   -57.4     2.2    91.6     2.3   -99.9     3.8
2009.2040   -58.5     2.3    90.8     2.5  -102.3     3.8
2009.2070   -58.3     2.3    92.1     2.3   -98.2     3.9
2009.2094   -58.0     2.2    91.8     2.3  -102.8     4.0
2009.2121   -57.3     2.3    91.3     2.3   -97.0     4.0
2009.2150   -57.2     2.2    91.5     2.3  -100.8     3.9
2009.2180   -57.8     2.4    92.2     2.3  -105.1     3.9
2009.2203   -57.6     2.5    90.8     2.3  -102.9     3.8
2009.2231   -57.3     2.3    89.5     2.3  -105.0     3.8
2009.2260   -56.8     2.3    90.2     2.3  -101.2     3.8
2009.2290   -55.8     2.3    91.4     2.3  -100.9     3.9
2009.2313   -57.5     2.3    90.9     2.3   -98.0     4.0
2009.2341   -56.2     2.3    90.9     2.3  -101.9     4.0
2009.2370   -56.2     2.2    91.5     2.3   -98.1     4.1
2009.2400   -56.6     2.3    90.4     2.3   -96.0     4.2
2009.2423   -54.6     2.3    92.2     2.3   -99.2     3.9
2009.2450   -55.4     2.4    91.9     2.3   -99.9     3.9
2009.2480   -55.7     2.4    91.3     2.3  -102.0     3.9
2009.2504   -54.5     2.2    91.4     2.5  -102.4     3.9
2009.2532   -54.4     2.3    92.0     2.4  -100.8     3.9
2009.2560   -55.4     2.3    91.0     2.3  -103.3     3.9
2009.2590   -54.9     2.3    89.8     2.3  -104.3     4.0
2009.2614   -56.1     2.3    89.7     2.3  -106.4     3.9
2009.2641   -56.3     2.3    89.5     2.3  -103.9     3.8
2009.2670   -55.6     2.2    89.3     2.3  -104.0     3.9
2009.2700   -55.0     2.2    89.6     2.3  -102.1     4.0
